,entailScore,sentence1,sentence2
228,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ","The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water)."
229,0.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Evaporation is a type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance.
230,0.2756,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.
231,0.3862,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Evaporation involves changing water from its liquid state to a gaseous state (vapor)
232,0.1352,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Condensation is defined as the phase change from gas (vapor) to liquid.
233,0.4285,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",condensation is the process in which water vapor in the air is changed into liquid water.
234,0.4285,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Water vapour condenses to liquid water.
235,0.4285,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The condensed water molecules form liquid water droplets.
236,0.2473,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Evaporation and condensation are two processes through which matter changes from one state to another.
237,0.1832,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation
238,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The change of a liquid into a vapor at a temperature below the boiling point.
239,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The water in a cloud comes from water vapor in the air that has condensed.
240,0.448,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Water drops on the outside of a cold glass of water are condensed water.
241,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Liquid water changing to water vapor is evaporation.
242,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The change of state from water to water vapor is called evaporation.
243,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.
244,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The process of liquid water changing into water vapor is called evaporation.
245,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The water evaporated back into water vapor in the air.
246,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Water evaporates as water vapor into the air.
247,1.0,"To separate a mixture of paper clips and sand, Joe should use: ","Decantation is a process for the separation of mixtures, by removing a layer of liquid, generally one from which a precipitate has settled."
248,0.0,"To separate a mixture of paper clips and sand, Joe should use: ",The Distillation is a process of separating the component substances from a liquid mixture by selective evaporation and condensation.
249,1.0,"To separate a mixture of paper clips and sand, Joe should use: ",Magnetic separation is a process in which magnetically susceptible material is extracted from a mixture using a magnetic force.
250,0.0,"To separate a mixture of paper clips and sand, Joe should use: ",the action of purifying a liquid by a process of heating and cooling.
251,0.0003,squeezing oranges to make orange juice ,"A change in the physical state of a molecule, object, wave or system."
252,0.0003,squeezing oranges to make orange juice ,"A change at the molecular, atomic or subcellular level in an organism."
253,0.0,squeezing oranges to make orange juice ,"Chemical reactions can be either spontaneous, requiring no input of energy, or non-spontaneous, typically following the input of some type of energy, such as heat, light or electricity"
254,0.0001,squeezing oranges to make orange juice ,"Chemical reactions are usually characterized by a chemical change, and they yield one or more products, which usually have properties different from the reactants"
255,0.0,squeezing oranges to make orange juice ,"Chemical changes occur when a substance combines with another to form a new substance, called synthesis or, alternatively, decomposes into two or more different substances"
256,0.0,squeezing oranges to make orange juice ,A chemical reaction is a process in which one or more substances are converted into other substances.
257,0.0002,squeezing oranges to make orange juice ,A physical change involves a change in physical properties
258,0.0002,squeezing oranges to make orange juice ,Physical changes occur when objects or substances undergo a change that does not change their chemical composition
259,0.0002,squeezing oranges to make orange juice ,"Physical changes are used to separate mixtures into their component compounds, but can not usually be used to separate compounds into chemical elements or simpler compounds."
260,0.0002,squeezing oranges to make orange juice ,"Physical changes are changes affecting the form of a chemical substance, but not its chemical composition."
261,1.0,Thermal energy that travels from the sun to Earth is transferred by ,Students should realize that water is better than air at conducting energy.
262,1.0,Thermal energy that travels from the sun to Earth is transferred by ,Some materials conduct energy better than others.
263,1.0,Thermal energy that travels from the sun to Earth is transferred by ,"emit (energy, especially light or heat) in the form of rays or waves."
264,1.0,Thermal energy that travels from the sun to Earth is transferred by ,"the complete process in which energy is emitted by one body, transmitted through an intervening medium or space, and absorbed by another body."
265,1.0,Thermal energy that travels from the sun to Earth is transferred by ,the process in which energy is emitted as particles or waves.
266,0.829,Thermal energy that travels from the sun to Earth is transferred by ,The direct transfer of thermal motion (heat) between molecules of objects in direct contact with each other.
267,0.0,Thermal energy that travels from the sun to Earth is transferred by ,The particles move around from one place to another through the flow of thermal energy during convection.
268,0.0,Thermal energy that travels from the sun to Earth is transferred by ,The warmed surface water is then transferred downward into the water column by conduction and convection.
269,0.0,Thermal energy that travels from the sun to Earth is transferred by ,Heat was transferred from the flame of the stove to the water by convection.
270,0.0,Thermal energy that travels from the sun to Earth is transferred by ,Water vapor in the air rises mostly by convection.
271,0.0,Thermal energy that travels from the sun to Earth is transferred by ,"Root functions include water and mineral conduction, food and water storage, and anchorage."
272,0.0,Thermal energy that travels from the sun to Earth is transferred by ,Some materials conduct energy better than others.
273,0.0,Thermal energy that travels from the sun to Earth is transferred by ,Students should realize that water is better than air at conducting energy.
274,0.0,Thermal energy that travels from the sun to Earth is transferred by ,"Root functions include water and mineral conduction, food and water storage, and anchorage."
275,0.0,Thermal energy that travels from the sun to Earth is transferred by ,The warmed surface water is then transferred downward into the water column by conduction and convection.
276,0.0,Thermal energy that travels from the sun to Earth is transferred by ,The greater the movement of the air or water the greater the rate of heat removal by convection.
277,0.0,Thermal energy that travels from the sun to Earth is transferred by ,Water vapor in the air rises mostly by convection.
278,0.0,Thermal energy that travels from the sun to Earth is transferred by ,The warmed surface water is then transferred downward into the water column by conduction and convection.
279,0.0,Thermal energy that travels from the sun to Earth is transferred by ,Heat was transferred from the flame of the stove to the water by convection.
280,0.0,Thermal energy that travels from the sun to Earth is transferred by ,The particles move around from one place to another through the flow of thermal energy during convection.
281,1.0,Thermal energy that travels from the sun to Earth is transferred by ,The direct transfer of thermal motion (heat) between molecules of objects in direct contact with each other.
282,0.0,Thermal energy that travels from the sun to Earth is transferred by ,diverge or spread from or as if from a central point.
283,0.0,Thermal energy that travels from the sun to Earth is transferred by ,"emit (energy, especially light or heat) in the form of rays or waves."
284,0.0,Thermal energy that travels from the sun to Earth is transferred by ,"the complete process in which energy is emitted by one body, transmitted through an intervening medium or space, and absorbed by another body."
285,0.0,Thermal energy that travels from the sun to Earth is transferred by ,the process in which energy is emitted as particles or waves.
286,0.0,Thermal energy that travels from the sun to Earth is transferred by ,radiation is the emission or transmission of energy in the form of waves or particles through space or through a material medium
287,0.003,Thermal energy that travels from the sun to Earth is transferred by ,The particles move around from one place to another through the flow of thermal energy during convection.
288,0.2462,Thermal energy that travels from the sun to Earth is transferred by ,Heat was transferred from the flame of the stove to the water by convection.
289,0.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Condensation is defined as the phase change from gas (vapor) to liquid.
290,0.1352,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Evaporation is a type of vaporization of a liquid that occurs from the surface of a liquid into a gaseous phase that is not saturated with the evaporating substance.
291,0.1352,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The change of a liquid into a vapor at a temperature below the boiling point.
292,0.1352,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ","The changing of a liquid into a gas, often under the influence of heat (as in the boiling of water)."
293,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Liquid water changing to water vapor is evaporation.
294,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The energy from the sun heated the water and caused it to evaporate - change from liquid water to water vapor.
295,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The process of liquid water changing into water vapor is called evaporation.
296,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The liquid and solid water particles that fall from clouds and reach the ground are known as precipitation
297,0.1442,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Evaporation and condensation are two processes through which matter changes from one state to another.
298,0.0753,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ","In evaporation, matter changes from a liquid to a gas."
299,0.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",evaporation - the process of extracting moisture
300,0.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ","Essential oils evaporate readily and are easily damaged by light, extremes of temperature and prolonged exposure to oxygen in the air."
301,0.0535,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Evaporation is the process of a substance in a liquid state changing to a gaseous state due to an increase in temperature and/or pressure.
302,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Surface water is evaporated from the earth by the energy of the sun.
303,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Water drops on the outside of a cold glass of water are condensed water.
304,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",precipitation Water falling to the Earth.
305,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",precipitation Water that falls to the Earth from the sky.
306,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Rain is a form of precipitation in which water falls back to earth as a liquid.
307,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ","Also when the air cannot hold any more water, it precipitates."
308,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Precipitation is the term used to describe water (moisture) that falls from the sky.
309,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Different forms of precipitation include: Rain is liquid water falling from the sky.
310,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Clouds get their water from evaporation.
311,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The change of state from water to water vapor is called evaporation.
312,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The water evaporated back into water vapor in the air.
313,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Water evaporates as water vapor into the air.
314,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Water from the oceans enters the atmosphere through evaporation.
315,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The condensed water molecules form liquid water droplets.
316,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",condensation is the process in which water vapor in the air is changed into liquid water.
317,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",The water in a cloud comes from water vapor in the air that has condensed.
318,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Water vapour condenses to liquid water.
319,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ","falling products of condensation of water vapour in the atmosphere, as rain, snow, or hail."
320,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",precipitation is any product of the condensation of atmospheric water vapour that falls under gravity.
321,1.0,"When water is heated and it is rising into the air as a gas (like water vapor), this is called: ",Evaporation involves changing water from its liquid state to a gaseous state (vapor)
