,entailScore,sentence1,sentence2
70,0.0065,air, energy 
71,0.0065,air, gases 
72,0.0065,air, atp 
73,0.0065,air, chemical energy 
74,0.0065,air, cellular energy involving oxygen 
75,0.0065,air, cellular energy 
76,0.0065,air, glucose
77,0.0823,water,a material
78,0.0823,air,a material
79,0.0,animal,low power mode 
80,0.0,animal, the content of your computer 's
81,0.0,animal,a new database version -lrb- such as oracle9i -rrb- 
82,0.0,animal, a copy of data 
83,0.0,animal, a virtual machine 
84,0.0,animal, a microsoft windows server 2003 operating system and internet information services -lrb- iis -rrb- 6.0 on a server and then 
85,0.0,animal, a country or region 
86,0.0,animal, a virtual server 
87,0.0,animal," data between storage types , formats , or computer systems "
88,0.0,animal, a user mailbox 
89,0.0,animal," data , applications or other business elements from an organization 's onsite computers "
90,0.0,animal, a vm 
91,0.0,animal, a database application from a source 
92,0.0,animal, a previous implementation of sql server 
93,0.0,animal, data 
94,0.0,animal, a specific amount of money 
95,0.0,animal, a vm 's storage 
96,0.0,animal, a database application from a source dbs to a target dbs
97,0.0,animal,low power mode 
98,0.0,animal, the content of your computer 's
99,0.0,place,low power mode 
100,0.0,place, the content of your computer 's
101,0.0,animal,an emg signal 
102,0.0,animal, an application data domain into subdomains which can be worked on individually in parallel to speedup the 
103,0.0,animal, an image 
104,0.0,animal, an mn matrix a
105,0.0,place,an emg signal 
106,0.0,place, an application data domain into subdomains which can be worked on individually in parallel to speedup the 
107,0.0,place, an image 
108,0.0,place, an mn matrix a
109,0.3974,animal,a new database version -lrb- such as oracle9i -rrb- 
110,0.3974,animal, a copy of data 
111,0.3974,animal, a virtual machine 
112,0.3974,animal, a microsoft windows server 2003 operating system and internet information services -lrb- iis -rrb- 6.0 on a server and then 
113,0.3974,animal, a country or region 
114,0.3974,animal, a virtual server 
115,0.3974,animal," data between storage types , formats , or computer systems "
116,0.3974,animal, a user mailbox 
117,0.3974,animal," data , applications or other business elements from an organization 's onsite computers "
118,0.3974,animal, a vm 
119,0.3974,animal, a database application from a source 
120,0.3974,animal, a previous implementation of sql server 
121,0.3974,animal, data 
122,0.3974,animal, a specific amount of money 
123,0.3974,animal, a vm 's storage 
124,0.3974,animal, a database application from a source dbs to a target dbs
125,0.3974,place,a new database version -lrb- such as oracle9i -rrb- 
126,0.3974,place, a copy of data 
127,0.3974,place, a virtual machine 
128,0.3974,place, a microsoft windows server 2003 operating system and internet information services -lrb- iis -rrb- 6.0 on a server and then 
129,0.3974,place, a country or region 
130,0.3974,place, a virtual server 
131,0.3974,place," data between storage types , formats , or computer systems "
132,0.3974,place, a user mailbox 
133,0.3974,place," data , applications or other business elements from an organization 's onsite computers "
134,0.3974,place, a vm 
135,0.3974,place, a database application from a source 
136,0.3974,place, a previous implementation of sql server 
137,0.3974,place, data 
138,0.3974,place, a specific amount of money 
139,0.3974,place, a vm 's storage 
140,0.3974,place, a database application from a source dbs to a target dbs
141,0.1783,animal,the pollen of a flower 
142,0.1783,animal, tiny pollen cells 
143,0.1783,animal, the male part of the plant -lrb- pollen -rrb- 
144,0.1783,animal, pollen
145,0.1783,place,the pollen of a flower 
146,0.1783,place, tiny pollen cells 
147,0.1783,place, the male part of the plant -lrb- pollen -rrb- 
148,0.1783,place, pollen
149,0.0,water,the gap between what people do not know and what they can effectively put to use 
150,0.0,water, solutes
151,0.0,materials,the gap between what people do not know and what they can effectively put to use 
152,0.0,materials, solutes
153,0.0403,water,a salt concentration 
154,0.0403,water, a solvent
155,0.0403,materials,a salt concentration 
156,0.0403,materials, a solvent
157,0.6139,water particles,solid particles
158,0.231,water particles,a material
159,0.8765,body,the gap between what people do not know and what they can effectively put to use 
160,0.8765,body, solutes
161,0.8922,body,a substance 
162,0.8922,body, a node 
163,0.8922,body, a primary structure
164,0.0,body,a salt concentration 
165,0.0,body, a solvent
166,0.0,animal,low power mode 
167,0.0,animal, the content of your computer 's
168,0.0,animal,a new database version -lrb- such as oracle9i -rrb- 
169,0.0,animal, a copy of data 
170,0.0,animal, a virtual machine 
171,0.0,animal, a microsoft windows server 2003 operating system and internet information services -lrb- iis -rrb- 6.0 on a server and then 
172,0.0,animal, a country or region 
173,0.0,animal, a virtual server 
174,0.0,animal," data between storage types , formats , or computer systems "
175,0.0,animal, a user mailbox 
176,0.0,animal," data , applications or other business elements from an organization 's onsite computers "
177,0.0,animal, a vm 
178,0.0,animal, a database application from a source 
179,0.0,animal, a previous implementation of sql server 
180,0.0,animal, data 
181,0.0,animal, a specific amount of money 
182,0.0,animal, a vm 's storage 
183,0.0,animal, a database application from a source dbs to a target dbs
184,0.0,animal,the skin
185,1.0,Energy,a common ancestor 
186,1.0,Energy, energy 
187,1.0,Energy, one species 
188,1.0,Energy, a single ancestral species
189,0.0006,Energy,"the taken-for-granted assumptions the individual makes about self , others and the organisation "
190,0.0006,Energy," a cumulative , multiselved , multi-voiced identity , which takes place between and among composing events "
191,0.0006,Energy," a class for meta-information - information about its fields and methods , calling methods , accessing fields "
192,0.0006,Energy, the structure of a program at runtime 
193,0.0006,Energy, a driver 
194,0.0006,Energy, a signal 
195,0.0006,Energy, something in more detail
196,0.0003,things,a program to reduce mismatches between its characteristics and those of the new context in which it is to be implemented or ... 
197,0.0003,things, your metabolism 
198,0.0003,things, your message 
199,0.0003,things, actions
200,0.0,gas changes,solid particles
201,0.0052,gas changes,a material
202,0.0,seed,the accumulated soot 
203,0.0,seed, the resin beads
204,0.8789,object,an idea 
205,0.8789,object, meanings 
206,0.8789,object," data about people , cultures , and natural environments "
207,0.8789,object, an environment where young people can engage in informal educational activities
208,0.0,droplets,solid particles
209,0.0,droplets,a material
210,0.0823,Liquid water,a material
211,0.0,plant,a program to reduce mismatches between its characteristics and those of the new context in which it is to be implemented or ... 
212,0.0,plant, your metabolism 
213,0.0,plant, your message 
214,0.0,plant, actions
215,0.0,plant,changes to a project baseline 
216,0.0,plant, the current zone district 
217,0.0,plant, a system 
218,0.0,plant," the basic elements of an organization 's culture , including the norms , values , and assumptions under which"
219,0.0,rocks,particles suspended in water to settle out of the suspension under the effect of gravity
220,1.0,object,employees 
221,1.0,object, different crops 
222,1.0,object, an object
223,0.0823,water,a material
224,0.0823,water vapor,a material
225,0.0,water,solid particles
226,0.0,water vapor,solid particles
227,0.0,autotrophs,life
228,0.0,starches,life
229,0.1511,autotrophs,a material
230,0.1511,starches,a material
231,0.5867,one object,"the taken-for-granted assumptions the individual makes about self , others and the organisation "
232,0.5867,one object," a cumulative , multiselved , multi-voiced identity , which takes place between and among composing events "
233,0.5867,one object," a class for meta-information - information about its fields and methods , calling methods , accessing fields "
234,0.5867,one object, the structure of a program at runtime 
235,0.5867,one object, a driver 
236,0.5867,one object, a signal 
237,0.5867,one object, something in more detail
238,0.0823,water,a material
239,0.0823,Earth,a material
240,0.0042,strikes,"the taken-for-granted assumptions the individual makes about self , others and the organisation "
241,0.0042,strikes," a cumulative , multiselved , multi-voiced identity , which takes place between and among composing events "
242,0.0042,strikes," a class for meta-information - information about its fields and methods , calling methods , accessing fields "
243,0.0042,strikes, the structure of a program at runtime 
244,0.0042,strikes, a driver 
245,0.0042,strikes, a signal 
246,0.0042,strikes, something in more detail
247,0.0,strikes,"the eye 's refractive error , or need for corrective spectacle and/or contact lenses "
248,0.0,strikes, the eye 's refractive 
249,0.0,strikes, the optimal eyeglasses prescription for your eyes 
250,0.0,strikes, the eyes 
251,0.0,strikes, the glasses prescription 
252,0.0,strikes," the eye 's refractive error , or need for corrective glasses and/or"
253,0.0,cells,the accumulated soot 
254,0.0,cells, the resin beads
255,0.0,animal,the pieces of your sense of self back together in a way that makes you happy
256,0.0,Rocks,a glass composition from the batch of glass making ceramic 
257,0.0,Rocks, the two strands wound in a double helix 
258,0.0,Rocks, a minimum of 3 colors
259,0.0,organisms,another free-living
260,0.2097,planet,employees 
261,0.2097,planet, different crops 
262,0.2097,planet, an object
263,0.0238,planet,the iranians 
264,0.0238,planet, the brain 
265,0.0238,planet, a model 
266,0.0238,planet," high yield varieties of better seeds , chemical fertilizers and new techniques in agriculture "
267,0.0238,planet, ourselves and our world 
268,0.0238,planet, a business like a franchise
269,0.0,plants,body heat
270,0.0,plants,biochemical energy -lrb- stored as atp -rrb- 
271,0.0,plants, oxygen 
272,0.0,plants, energy 
273,0.0,plants, gases 
274,0.0,plants, atp 
275,0.0,plants, chemical energy 
276,0.0,plants, cellular energy involving oxygen 
277,0.0,plants, cellular energy 
278,0.0,plants, glucose
279,0.0008,force,a performance boost 
280,0.0008,force, the velocity of the sales process
281,0.0008,objects,a performance boost 
282,0.0008,objects, the velocity of the sales process
283,0.0204,material,"the taken-for-granted assumptions the individual makes about self , others and the organisation "
284,0.0204,material," a cumulative , multiselved , multi-voiced identity , which takes place between and among composing events "
285,0.0204,material," a class for meta-information - information about its fields and methods , calling methods , accessing fields "
286,0.0204,material, the structure of a program at runtime 
287,0.0204,material, a driver 
288,0.0204,material, a signal 
289,0.0204,material, something in more detail
290,0.0,material,"the eye 's refractive error , or need for corrective spectacle and/or contact lenses "
291,0.0,material, the eye 's refractive 
292,0.0,material, the optimal eyeglasses prescription for your eyes 
293,0.0,material, the eyes 
294,0.0,material, the glasses prescription 
295,0.0,material," the eye 's refractive error , or need for corrective glasses and/or"
296,0.0,gas,actual demand
297,1.0,water,the subsurface pore water 
298,1.0,water, cold air
299,0.0,water,an electrically conducting object 
300,0.0,water, hydrogen
301,0.0828,water,a normal body temperature 
302,0.0828,water, contact 
303,0.0828,water, the average temperature of the atmosphere
304,0.0,water,bits of content
305,1.0,substances,complex macromolecules 
306,1.0,substances, antigen-specific b cells 
307,1.0,substances, one or more substances
308,0.0,Bees,the pollen of a flower 
309,0.0,Bees, tiny pollen cells 
310,0.0,Bees, the male part of the plant -lrb- pollen -rrb- 
311,0.0,Bees, pollen
312,0.0,Bees,sperm and eggs 
313,0.0,Bees, a nutrient solution 
314,0.0,Bees, eggs 
315,0.0,Bees, a high quality liquid nutrient solution 
316,0.0,Bees, the shallow ocean waters 
317,0.0,Bees, a sperm and egg
318,0.0,you,low power mode 
319,0.0,you, the content of your computer 's
320,0.0,you,a new database version -lrb- such as oracle9i -rrb- 
321,0.0,you, a copy of data 
322,0.0,you, a virtual machine 
323,0.0,you, a microsoft windows server 2003 operating system and internet information services -lrb- iis -rrb- 6.0 on a server and then 
324,0.0,you, a country or region 
325,0.0,you, a virtual server 
326,0.0,you," data between storage types , formats , or computer systems "
327,0.0,you, a user mailbox 
328,0.0,you," data , applications or other business elements from an organization 's onsite computers "
329,0.0,you, a vm 
330,0.0,you, a database application from a source 
331,0.0,you, a previous implementation of sql server 
332,0.0,you, data 
333,0.0,you, a specific amount of money 
334,0.0,you, a vm 's storage 
335,0.0,you, a database application from a source dbs to a target dbs
336,1.0,object,"oils such as coconut oil , olive oil and other similar oils "
337,1.0,object, sunflower or coconut oil 
338,1.0,object, a portion of your model 
339,1.0,object, your
340,0.0886,animal,the skin
341,0.0886,object,the skin
0,0.0001,salt,contact between oil or dander of some fruits and plants and uv rays 
1,0.0001,salt, the fact that a homogeneous model with catalyst and gas having ... 
2,0.0001,salt, exposure to light 
3,0.0001,salt, the difference 
4,0.0001,salt, moving molecules from aspartic acid -lrb- a type of amino acid -rrb- to alpha-ketoglutaric acid -lrb- a type of acid -rrb- 
5,0.0001,salt, place 
6,0.0001,salt, the application of externally supplied electrical energy 
7,0.0001,salt, together to create 
8,0.0001,salt, moving molecules from l-alanine -lrb- a type of amino acid -rrb- to alpha 
9,0.0001,salt, or change binding partners 
10,0.0001,salt, an external voltage
11,0.0,salt,the absorption of carbon dioxide 
12,0.0,salt, the acid donating h + ions 
13,0.0,salt, together
14,1.0,in,"economic status , technology , health , education , information , skills , infrastructure , access to assets , and management "
15,1.0,in, their realization in accordance with 
16,1.0,in," under - standing within a given framework , a given set of organizational norms "
17,1.0,in, from their conditions 
18,1.0,in, some other factors and instant dis 
19,1.0,in, the toll of creeping normalcy and the constant 
20,1.0,in, an explicit client re - quest which can be an 
21,1.0,in, work activities 
22,1.0,in," a result the success of adaptation depends on factors such as economic status , technology , health , education , information skills , infrastructure , access to ... "
23,1.0,in, contacts and interactions between different cultures 
24,1.0,in," , even for a short period of time "
25,1.0,in, within 48 hours however 
26,1.0,in, selection of host-dependent as well as host-independent mutations that result in heightened exploitation of the 
27,1.0,in, natural and artificial selection in the captive environment 
28,1.0,in, desensitization of phototransduction in rods 
29,1.0,in," for temporal and spatial factors , when policies contradict one another and create "
30,1.0,in, by means other than 
31,1.0,in, how to use the technological tools available to achieve their communication goals 
32,1.0,in, genetic accommodation of a physiological life-history shift originally only expressed by plasticity 
33,1.0,in, an anti-predator adaptation 
34,1.0,in, introducing a 3-d representation of the stimuli 
35,1.0,in, how to use the technological tools available and achieve their communication aims despite technological 
36,1.0,in, the activity fatigue of the neuron 
37,1.0,in, part of what has been learnt quickly being forgotten 
38,1.0,in, interaction with the environment 
39,1.0,in, recalibration of sensory-motor-transform signals 
40,1.0,in, the loose fitting appliance.loose fitting appliance 
41,1.0,in, risk 
42,1.0,in, that 
43,1.0,in, co-operation and adaptability of person with organization 
44,1.0,in, through the adaptive element onto or off the storage capacitor 
45,1.0,in, stress 
46,1.0,in, introducing a 3-d repre - sentation of the stimuli 
47,1.0,in, low temperatures 
48,1.0,in," : the morphological changes related to ontogeny -lrb- lovett and felder , ... "
49,1.0,in, viewing a high contrast bar pattern and evidence of reduced sensitivity 
50,1.0,in, helpful to the continuation of the species in a changed environment 
51,1.0,in, overtraining it is usually too late to effectively reverse the condition of the athlete 
52,1.0,in, synaptic depression and slow afterhyperpolarization 
53,1.0,in, with a variety of situ 
54,1.0,in, what they are doing at the lower level based on their talk 
55,1.0,in, search of ways to study and understand unconscious and 
56,1.0,in, ampk 
57,1.0,in, chemical reactions 
58,1.0,in, light which strikes those parts of the retina that are tested 
59,1.0,in, feedback control of snf1 protein and its phosphorylation 
60,1.0,in, to the adapted 
61,1.0,in, depletion of releasable neurotransmitter 
62,1.0,in, bentazone 
63,1.0,in, maximal functional loading 
64,1.0,in," exposure to an adapting light bright enough to bleach a substantial number of visual pigment molecules , "
65,1.0,in, ileum-derived glucagon-like peptide-2 
66,1.0,in, to integrate transition into her life 
67,1.0,in," a change in movement based on a perceived sensory error -lrb- bastian , 2008 -rrb- "
68,1.0,in, thestructures
69,1.0,environment,"economic status , technology , health , education , information , skills , infrastructure , access to assets , and management "
70,1.0,environment, their realization in accordance with 
71,1.0,environment," under - standing within a given framework , a given set of organizational norms "
72,1.0,environment, from their conditions 
73,1.0,environment, some other factors and instant dis 
74,1.0,environment, the toll of creeping normalcy and the constant 
75,1.0,environment, an explicit client re - quest which can be an 
76,1.0,environment, work activities 
77,1.0,environment," a result the success of adaptation depends on factors such as economic status , technology , health , education , information skills , infrastructure , access to ... "
78,1.0,environment, contacts and interactions between different cultures 
79,1.0,environment," , even for a short period of time "
80,1.0,environment, within 48 hours however 
81,1.0,environment, selection of host-dependent as well as host-independent mutations that result in heightened exploitation of the 
82,1.0,environment, natural and artificial selection in the captive environment 
83,1.0,environment, desensitization of phototransduction in rods 
84,1.0,environment," for temporal and spatial factors , when policies contradict one another and create "
85,1.0,environment, by means other than 
86,1.0,environment, how to use the technological tools available to achieve their communication goals 
87,1.0,environment, genetic accommodation of a physiological life-history shift originally only expressed by plasticity 
88,1.0,environment, an anti-predator adaptation 
89,1.0,environment, introducing a 3-d representation of the stimuli 
90,1.0,environment, how to use the technological tools available and achieve their communication aims despite technological 
91,1.0,environment, the activity fatigue of the neuron 
92,1.0,environment, part of what has been learnt quickly being forgotten 
93,1.0,environment, interaction with the environment 
94,1.0,environment, recalibration of sensory-motor-transform signals 
95,1.0,environment, the loose fitting appliance.loose fitting appliance 
96,1.0,environment, risk 
97,1.0,environment, that 
98,1.0,environment, co-operation and adaptability of person with organization 
99,1.0,environment, through the adaptive element onto or off the storage capacitor 
100,1.0,environment, stress 
101,1.0,environment, introducing a 3-d repre - sentation of the stimuli 
102,1.0,environment, low temperatures 
103,1.0,environment," : the morphological changes related to ontogeny -lrb- lovett and felder , ... "
104,1.0,environment, viewing a high contrast bar pattern and evidence of reduced sensitivity 
105,1.0,environment, helpful to the continuation of the species in a changed environment 
106,1.0,environment, overtraining it is usually too late to effectively reverse the condition of the athlete 
107,1.0,environment, synaptic depression and slow afterhyperpolarization 
108,1.0,environment, with a variety of situ 
109,1.0,environment, what they are doing at the lower level based on their talk 
110,1.0,environment, search of ways to study and understand unconscious and 
111,1.0,environment, ampk 
112,1.0,environment, chemical reactions 
113,1.0,environment, light which strikes those parts of the retina that are tested 
114,1.0,environment, feedback control of snf1 protein and its phosphorylation 
115,1.0,environment, to the adapted 
116,1.0,environment, depletion of releasable neurotransmitter 
117,1.0,environment, bentazone 
118,1.0,environment, maximal functional loading 
119,1.0,environment," exposure to an adapting light bright enough to bleach a substantial number of visual pigment molecules , "
120,1.0,environment, ileum-derived glucagon-like peptide-2 
121,1.0,environment, to integrate transition into her life 
122,1.0,environment," a change in movement based on a perceived sensory error -lrb- bastian , 2008 -rrb- "
123,1.0,environment, thestructures
124,0.0006,in,without identification 
125,0.0006,in, egg color 
126,0.0006,in, a difference from the background model that
127,0.0006,environment,without identification 
128,0.0006,environment, egg color 
129,0.0006,environment, a difference from the background model that
130,0.0,seasons,a red apple 
131,0.0,seasons, limited blood supply 
132,0.0,seasons," a dormant state of sleep , during which they cool their bodies and reduce their heart rate significantly "
133,0.0,seasons, high myoglobin level 
134,0.0,seasons," storage of cells in peripheral lymphoid organs but not in spleen , liver "
135,0.0,seasons, a drop in food supply 
136,0.0,seasons, chronic critical ischemia leading to a slow partial recovery at 2 to 6 weeks after reperfusion .5 in contrast 
137,0.0,seasons, a down regulation of myocardial function 
138,0.0,seasons, stenosis severe enough to reduce blood flow at rest 
139,0.0,seasons, their body temperature to nearly match their surroundings 
140,0.0,seasons, cold 
141,0.0,seasons, an increase in the separation then the system is continuously returning to the initial separation by means of magnetic braking -lrb- or 
142,0.0,seasons, this fix
143,0.0,seasons,the organic acids produced in the nonmethanogenic 
144,0.0,seasons, aeration of the interior of the pile 
145,0.0,seasons, the breakdown of the organic macromolecules in our body 
146,0.0,seasons, the oversaturation of fe in gan and a behavior similar to a spin glass 
147,0.0,seasons, nitrogen 
148,0.0,seasons," fungi , insects , and marine borers that "
149,0.0,seasons, alpha radiation from the plutonium 
150,0.0,seasons," fungi , insects , and marine borers that use the wood as "
151,0.0,seasons, the anaerobic microbial process of methane fermentation 
152,0.0,seasons, storage of pool and spa chemicals 
153,0.0,seasons, wikipedia 
154,0.0,seasons, and carbon is released into the atmosphere 
155,0.0,seasons, mixing raw oil shale with a hot oil 
156,0.0,seasons, the breaking of the bonds of 
157,0.0,seasons, minimum of approximately 1 v 
158,0.0,seasons," sludge composition , ph , and pretreatment time in the srat or sme "
159,0.0,seasons, and its nutrients are recycled back into the environment 
160,0.0,seasons, the difference in kinetics for process of ordering and decomposition at temperature 
161,0.0,seasons, the action of naturally occurring bacteria and fungi 
162,0.0,seasons, the temperature of the solution 
163,0.0,seasons, into two or more subsystems with the same dimension as that of the original system 
164,0.0,seasons, to fullest advantage 
165,0.0,seasons, dead organic matter to co2 and h2o 
166,0.0,seasons, the redworm 's trophic activity 
167,0.0,seasons, the chain mechanism of this process 
168,0.0,seasons, at or above 5 % 
169,0.0,seasons, oxygen 
170,0.0,seasons," to an appropriate balance of oxygen , moisture , and nutrients "
171,0.0,seasons, 230250c 
172,0.0,seasons, the activity of mould and the products from the bleaching of coloured 
173,0.0,seasons, a cf2-ch2 junction 
174,0.0,seasons," to an appropriate balance of oxygen , moisture and nutrients "
175,0.0,seasons, predominantly aerobic conditions 
176,0.0,seasons, deep into the 2 - phase region of the phase 
177,0.0,seasons, to generate heat at a faster rate than it can be dissipated to the
178,0.0,seasons,geographic differences in the supply and demand for labour 
179,0.0,seasons, the different innervations of the layers 
180,0.0,seasons," the conditions and requirements set by a host state other than his/her own to enter , stay or ... "
181,0.0,seasons, varying the choice of repairs to a stable 
182,0.0,seasons, a lack of development 
183,0.0,seasons, in place in the prostate gland and moves to another part of the body 
184,0.0,seasons, in 
185,0.0,seasons, global processes that supersede the nation-state and in turn generate a global civil society that threatens the political 
186,0.0,seasons, replacing the reflector-dependent factor formula 
187,0.0,seasons, lack of economic development in migrants ' 
188,0.0,seasons, all vms instead of one -lrb- in the sequential case -rrb- 
189,0.0,seasons, distress factors 
190,0.0,seasons," with a disk of gas or planetesimals , resulting in the alteration of the satellite 's orbital "
191,0.0,seasons, from his/her current household to join another household or form a new household in 
192,0.0,seasons, different reasons and aspirations 
193,0.0,seasons, geographical differences in the supply and demand for 
194,0.0,seasons, complex interaction of push 
195,0.0,seasons, coupling remelting/solidification 
196,0.0,seasons, across 
197,0.0,seasons, the electronic wind force experienced by the metallic 
198,0.0,seasons, the nature of the dominant partisan environment .16 
199,0.0,seasons, what he calls the tyranny of an economic system centered on the god 
200,0.0,seasons, up to the epipelagic zone at night and return to the mesopelagic zone of the oceans or to the hypolimnion zone of 
201,0.0,seasons, lateral velocity variations 
202,0.0,seasons, the movement of dye particles 
203,0.0,seasons, global processes that supersede the nation-state and generates a global civil society that threatens the political monopoly exercised 
204,0.0,seasons, several push factors in the place of origin 
205,0.0,seasons, in the space it currently occupies 
206,0.0,seasons, wearing the wrong bra size 
207,0.0,seasons," one of two reasons : a computational resource has become too heavily loaded and there are other free resources , which can be "
208,0.0,seasons, a combination of factors 
209,0.0,seasons, from one environment to another 
210,0.0,seasons, negatively compared to possible destinations 
211,0.0,seasons," the conditions and requirements set by a state other than his or her own to enter , stay or exercise "
212,0.0,seasons, nomic well-being 
213,0.0,seasons, violence 
214,0.0,seasons, from one trap to 
215,0.0,seasons, ` pull ' or ` push ' factors or a combination of both 
216,0.0,seasons, interactions with the relatively thick gaseous disc -lrb- the majority of it will never become part of any 
217,0.0,seasons, place between 
218,0.0,seasons, urban migration 
219,0.0,seasons, socioeconomic factor 
220,0.0,seasons, in their twen - ties as they finish
221,0.0009,seasons,the pollen picked up from stamens to a female flower part called the pistil or carpel 
222,0.0009,seasons, by pollen from a second vari - ety 
223,0.0009,seasons," pserphid , a small insect having a short flying range "
224,0.0009,seasons, by pollen from 
225,0.0009,seasons, pollen from a different variety to the flower -lrb- see pollination in the garden -rrb- 
226,0.0009,seasons, in 
227,0.0009,seasons, large flying insects such as bees and wasps 
228,0.0009,seasons," the morning floral opening , causing overlap of stages 1 and 2 within trees of the "
229,0.0009,seasons, several factors and the most important of which includes the lack of adequate number and diversity of pollinators 
230,0.0009,seasons, pollinate the plants without 
231,0.0009,seasons, birds 
232,0.0009,seasons, on the stigma of the same flower or another flower on the same plant 
233,0.0009,seasons, by pollen from a second variety 
234,0.0009,seasons, some measure of se -rsb- tf-incompatibility 
235,0.0009,seasons, plant population 
236,0.0009,seasons, a reduction in ovule availability resulting from embryo sac degeneration 
237,0.0009,seasons, bees 
238,0.0009,seasons, pollen limitation 
239,0.0009,seasons, to copulate with the flowers 
240,0.0009,seasons, only the introductory behaviour 
241,0.0009,seasons, a lack of pollinators 
242,0.0009,seasons, to the stigma and break away from the rest of the the pollinarium -lrb- fig 
243,0.0009,seasons," on the surface of a stream , pond , or vernal pool from one flower to another "
244,0.0009,seasons, increased production of callose and of substances related to pectin and cutin 
245,0.0009,seasons, this 
246,0.0009,seasons, the random movement of thrips 
247,0.0009,seasons," protandry , limited area of stigmatic surfaces for receptivity , ray floret colour attracts insects and abundance of sweet secretions in "
248,0.0009,seasons, the wind carrying pollen from one flower 
249,0.0009,seasons, during the same 
250,0.0009,seasons, wind 
251,0.0009,seasons, the same flower or other flowers of the same individual
252,1.0,cell membrane,them from an area of high concentration to an area of low concentration 
253,1.0,cell membrane, absorption of the waves ' toroidal angular momentum 
254,1.0,cell membrane," with gas molecules , which extends their path through the filter and increases the likelihood that they will "
255,1.0,cell membrane, random molecular motion due to the thermal kinetic energy of the solute 
256,1.0,cell membrane, it 
257,1.0,cell membrane, the surface of the fibers 
258,1.0,cell membrane, from an area of high concentration -lrb- of that 
259,1.0,cell membrane, or move molecules or ions from 
260,1.0,cell membrane," brownian motion , a jittery random motion of particles "
261,1.0,cell membrane, o a concentration gradient 
262,1.0,cell membrane, in body fluids around or within the beads and migrate away from the beads 
263,1.0,cell membrane, breathable building materials 
264,1.0,cell membrane, random movement of ions and collisions 
265,1.0,cell membrane, two infinite parallel boundary planes and concentrations that are constant along any plane parallel to these 
266,1.0,cell membrane, transitions of particles from trajectories localized in the convective cells of electromagnetic fluctuations to trajectories aligned in the 
267,1.0,cell membrane, collision of gas molecules with each other -lrb- bulk diffusion 
268,1.0,cell membrane, through solid interior materials 
269,1.0,cell membrane," molecule movement energy , thermal conductivity and concentration of gas molecules "
270,1.0,cell membrane, the random movement of molecules in the solution arising from collisions between molecules 
271,1.0,cell membrane, regulation 
272,1.0,cell membrane," molecular motion , as would be the case with cerebrospinal fluid "
273,1.0,cell membrane, brownian motion of particles 
274,1.0,cell membrane, to a new location 
275,1.0,cell membrane, the discontinuity of the cell 
276,1.0,cell membrane, activated adsorption 
277,1.0,cell membrane," -lrb- in time , like a fractal time process , or in space -rrb- "
278,1.0,cell membrane, thermally-activated random motion of atoms 
279,1.0,cell membrane, waves 
280,1.0,cell membrane, charged particles getting confined by galactic magnetic fields 
281,1.0,cell membrane, random motion of the molecules 
282,1.0,cell membrane, which of the following 
283,1.0,cell membrane, the random movement of chemical molecules 
284,1.0,cell membrane, through the lipid bilayer of a cell membrane 
285,1.0,cell membrane, both fluid motion and the brownian -lrb- random -rrb- motion of particles 
286,1.0,cell membrane, the following natural occurrences 
287,1.0,cell membrane, changes in electrostatic interactions 
288,1.0,cell membrane, point defects above the thermodynamic equilibrium 
289,1.0,cell membrane, network links 
290,1.0,cell membrane, from an area of high concentration to an area of low concentration 
291,1.0,cell membrane, random translational motions of molecules with excess kinetic energy -lsb- 1 -rsb-
292,1.0,cell membrane,a filter that traps the solute on one side 
293,1.0,cell membrane, from a dilute saline solution through a membrane into a higher concentrated saline solution 
294,1.0,cell membrane, a macroscopic solution in the composite 
295,1.0,cell membrane, a semi-permeable membrane -lrb- such as a root cell wall 
296,1.0,cell membrane, into your plumbing system 
297,1.0,cell membrane, a chemical reaction between water and unreacted substances remaining in the manufactured hull 
298,1.0,cell membrane, numerous researches 
299,1.0,cell membrane, from a dilute saline solution through a membrane into a higher concentrated saline 
300,1.0,cell membrane, the free energy of the solvent molecule in two regions 
301,1.0,cell membrane," across the membrane against the concentration gradient , from lower concentration to higher concentration "
302,1.0,cell membrane, by a differentially permeable membrane 
303,1.0,cell membrane, certain kinds of membranes 
304,1.0,cell membrane, an electrical 
305,1.0,cell membrane, a semi-permeable membrane that allows water to run through while capturing most dissolved substances in the 
306,1.0,cell membrane, a high concentration and a low concentration 
307,1.0,cell membrane, by a semipermeable membrane 
308,1.0,cell membrane, electromagnetic forces -lrb- static to be precise -rrb- and these forces 
309,1.0,cell membrane, water 
310,1.0,cell membrane, a semi-permeable material -lrb- eg 
311,1.0,cell membrane, a membrane 
312,1.0,cell membrane," a filter that traps the impurities like -lrb- bacteria , virus , organic & inorganic impurities and other "
313,1.0,cell membrane, the colon 
314,1.0,cell membrane, application of electrical potential gradient across the membrane 
315,1.0,cell membrane, water seeping 
316,1.0,cell membrane, a semi permeable membrane 
317,1.0,cell membrane, lengthwise through 
318,1.0,cell membrane, from a dilute saline solution in one 
319,1.0,cell membrane, a membrane wall 
320,1.0,cell membrane, a membrane from a concentrated solution to a dilute solution to produce filtered 
321,1.0,cell membrane, across the membrane 
322,1.0,cell membrane, columbic forces which are induced by the applied electric field in the soil 
323,1.0,cell membrane, a semi-permeable membrane
324,0.5159,water,excessive moisture in the house 
